gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Bcell	HighPseudotime_tumour	LowPseudotime_tumour	MidPseudotime_tumour	Myeloid	Stromal	Tcell
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS085E95BC1	0.261	1.162	1.331	0.857	3.117	0.783	0.295
IL10	P22301	False	IL10_HUMAN		CPI-CS04CBDE052	0.251	0.139	0.0	0.007	0.98	0.556	0.0
IL11	P20809	False	IL11_HUMAN		CPI-CS0DDFD82E7	0.0	0.0	0.031	0.02	0.0	0.0	0.039
IL13	P35225	False	IL13_HUMAN		CPI-CS0EE8AEA34	0.0	0.0	0.008	0.0	0.0	0.0	0.0
IL15	P40933	False	IL15_HUMAN		CPI-CS06E556972	0.125	0.298	0.042	0.088	0.659	0.351	0.334
IL25	Q9H293	False	IL25_HUMAN		CPI-CS045D41398	0.0	0.043	0.0	0.0	0.0	0.0	0.0
IL17C	Q9P0M4	False	IL17C_HUMAN		CPI-CS0BA342294	0.0	0.0	0.006	0.0	0.0	0.0	0.0
IL18	Q14116	False	IL18_HUMAN		CPI-CS09831CCFD	0.434	0.549	0.684	0.615	3.181	0.262	0.086
IL2	P60568	False	IL2_HUMAN		CPI-CS0D48BE017	0.0	0.0	0.019	0.007	0.0	0.0	0.059
IL2	P60568	False	IL2_HUMAN		CPI-CS0A34112A6	0.0	0.0	0.019	0.007	0.0	0.0	0.059
IL2	P60568	False	IL2_HUMAN		CPI-SS09F430F14	0.0	0.0	0.019	0.007	0.0	0.0	0.059
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0A93C11C8	0.002	0.004	0.007	0.025	0.003	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	0.002	0.004	0.007	0.025	0.003	0.0	0.0
NTF4	P34130	False	NTF4_HUMAN		CPI-SS0BA3A1C3A	0.0	0.037	0.023	0.0	0.0	0.0	0.011
GDNF	P39905	False	GDNF_HUMAN		CPI-SS0C23EF34B	0.005	0.115	0.043	0.214	0.0	0.0	0.0
IL24	Q13007	False	IL24_HUMAN		CPI-CS0553FFC41	0.497	0.263	0.044	0.028	0.048	0.0	0.533
IL24	Q13007	False	IL24_HUMAN		CPI-CS0CF47221A	0.497	0.263	0.044	0.028	0.048	0.0	0.533
IL24	Q13007	False	IL24_HUMAN		CPI-SS07D71C546	0.497	0.263	0.044	0.028	0.048	0.0	0.533
IL20	Q9NYY1	False	IL20_HUMAN		CPI-CS0AB365861	0.0	0.193	0.07	0.19	0.008	0.0	0.0
IL20	Q9NYY1	False	IL20_HUMAN		CPI-CS0E8ADC968	0.0	0.193	0.07	0.19	0.008	0.0	0.0
IL19	Q9UHD0	False	IL19_HUMAN		CPI-CS0645666B0	0.0	0.0	0.0	0.04	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS027CDEA08	0.039	0.082	0.059	0.0	0.096	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS012B7C21D	0.039	0.082	0.059	0.0	0.096	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS00D153A8A	0.039	0.082	0.059	0.0	0.096	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS003C9A532	0.129	0.114	0.161	0.086	0.005	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS0607D1101	0.129	0.114	0.161	0.086	0.005	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS09D379E5B	0.129	0.114	0.161	0.086	0.005	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.005	0.22	0.174	0.122	0.042	0.0	0.009
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.005	0.22	0.174	0.122	0.042	0.0	0.009
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.005	0.22	0.174	0.122	0.042	0.0	0.009
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0C4D54E39	0.005	0.22	0.174	0.122	0.042	0.0	0.009
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0B42AD9EF	0.002	0.045	0.04	0.134	0.0	0.453	0.123
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0FA326344	0.002	0.045	0.04	0.134	0.0	0.453	0.123
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.005	0.834	0.391	0.711	0.667	0.807	0.301
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.005	0.834	0.391	0.711	0.667	0.807	0.301
NOV	P48745	False	NOV_HUMAN		CPI-SS0E5AF12B6	0.0	0.894	0.081	0.159	0.0	0.76	0.046
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0A34EE366	0.034	0.201	0.394	0.159	0.0	0.0	0.004
IL21	Q9HBE4	False	IL21_HUMAN		CPI-CS0E80B08E2	0.152	0.06	0.0	0.0	0.0	0.0	1.004
IL26	Q9NPH9	False	IL26_HUMAN		CPI-CS0317FAF76	0.0	0.07	0.0	0.0	0.0	0.0	0.0
IL33	O95760	False	IL33_HUMAN		CPI-CS0C59AF029	0.009	0.166	0.0	0.049	0.207	0.2	0.004
IL36B	Q9NZH7	False	IL36B_HUMAN		CPI-CS0A6AB5149	0.0	0.007	0.0	0.0	0.0	0.0	0.0
IL36G	Q9NZH8	False	IL36G_HUMAN		CPI-CS0D9B5AB86	0.0	0.01	0.0	0.0	0.0	0.0	0.006
IL36RN	Q9UBH0	False	I36RA_HUMAN		CPI-CS04BB8F1EC	0.0	0.14	0.0	0.03	0.0	0.0	0.075
IL5	P05113	False	IL5_HUMAN		CPI-CS0FB8775FC	0.0	0.0	0.0	0.037	0.0	0.0	0.0
IL6	P05231	False	IL6_HUMAN		CPI-CS063AE1C91	0.607	0.357	0.062	0.125	2.082	0.449	0.0
IL7	P13232	False	IL7_HUMAN		CPI-CS0AB9C7139	0.762	0.347	0.03	0.196	0.398	0.642	0.509
OSM	P13725	False	ONCM_HUMAN		CPI-CS0E661878B	0.043	0.029	0.007	0.0	0.683	0.0	0.036
OSM	P13725	False	ONCM_HUMAN		CPI-CS06D50EBF8	0.043	0.029	0.007	0.0	0.683	0.0	0.036
LIF	P15018	False	LIF_HUMAN		CPI-CS07B61574B	0.061	1.027	0.09	0.481	0.169	0.0	0.369
AMH	P03971	False	MIS_HUMAN		CPI-CS07557A266	0.0	0.071	0.053	0.062	0.0	0.0	0.0
AMH	P03971	False	MIS_HUMAN		CPI-CS0F670E8BC	0.0	0.071	0.053	0.062	0.0	0.0	0.0
AMH	P03971	False	MIS_HUMAN		CPI-CS0D4BB4458	0.0	0.071	0.053	0.062	0.0	0.0	0.0
MICB	Q29980	False	MICB_HUMAN		CPI-CS0A9D23000	0.989	0.777	0.362	0.358	0.489	0.125	0.618
MICA	Q29983	False	MICA_HUMAN		CPI-CS06C6E2321	0.297	1.235	0.76	0.822	0.746	1.669	0.812
RAET1L	Q5VY80	False	RET1L_HUMAN		CPI-CS08F4E5D70	0.0	0.299	0.137	0.224	0.0	0.053	0.0
RAET1G	Q6H3X3	False	RET1G_HUMAN		CPI-CS0A71F2AAD	0.037	0.275	0.009	0.146	0.0	0.144	0.048
RAET1E	Q8TD07	False	N2DL4_HUMAN		CPI-CS09F211C3E	0.007	0.106	0.331	0.226	0.014	0.431	0.0
ULBP3	Q9BZM4	False	N2DL3_HUMAN		CPI-CS038376BA2	0.048	0.096	0.196	0.053	0.089	0.025	0.0
ULBP2	Q9BZM5	False	N2DL2_HUMAN		CPI-CS0A269FA16	0.53	1.273	0.23	0.627	0.017	0.525	0.367
ULBP1	Q9BZM6	False	N2DL1_HUMAN		CPI-CS0007697A7	0.329	0.437	0.051	0.199	0.01	0.074	0.199
NODAL	Q96S42	False	NODAL_HUMAN		CPI-CS040AEB4A0	0.0	0.018	0.045	0.0	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS030EDC420	0.0	0.106	0.0	0.002	0.003	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS05C2D0200	0.0	0.0	0.004	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS09FF3A1EA	0.0	0.007	0.0	0.0	0.0	1.339	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0CF0E4DE9	0.002	0.024	0.002	0.019	0.445	0.0	0.344
CCR3	P51677	False	CCR3_HUMAN		CPI-SS08BFF4F9B	0.004	0.011	0.0	0.011	0.0	0.016	0.021
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F6B529A1	0.004	0.011	0.0	0.011	0.0	0.016	0.021
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0C6311D2D	0.004	0.011	0.0	0.011	0.0	0.016	0.021
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F33890C0	0.004	0.011	0.0	0.011	0.0	0.016	0.021
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08DA48A5A	0.008	0.018	0.0	0.021	1.353	0.129	0.627
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.008	0.018	0.0	0.021	1.353	0.129	0.627
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0817CE2B3	0.008	0.018	0.0	0.021	1.353	0.129	0.627
CCR10	P46092	False	CCR10_HUMAN		CPI-SS08B249DBA	0.0	0.03	0.026	0.003	0.0	0.0	0.101
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0F3BF2B34	0.265	0.124	0.088	0.174	0.0	0.848	0.006
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CB2E8B21	0.265	0.124	0.088	0.174	0.0	0.848	0.006
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0ECD9BB5E	0.265	0.124	0.088	0.174	0.0	0.848	0.006
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CCD89E02	0.265	0.124	0.088	0.174	0.0	0.848	0.006
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS083B5EBAB	0.265	0.124	0.088	0.174	0.0	0.848	0.006
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS00AEC3818	0.265	0.124	0.088	0.174	0.0	0.848	0.006
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EA05941A	0.007	0.069	0.021	0.006	0.004	0.0	1.02
CCR4	P51679	False	CCR4_HUMAN		CPI-SS052B38F1C	0.007	0.069	0.021	0.006	0.004	0.0	1.02
DPP4	P27487	False	DPP4_HUMAN		CPI-SS04641FE5F	0.059	0.09	0.057	0.016	0.284	0.96	0.782
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0AEC33FF1	0.059	0.09	0.057	0.016	0.284	0.96	0.782
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CC738ABC	0.059	0.09	0.057	0.016	0.284	0.96	0.782
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FDAB7BA8	0.059	0.09	0.057	0.016	0.284	0.96	0.782
DPP4	P27487	False	DPP4_HUMAN		CPI-SS018B35889	0.059	0.09	0.057	0.016	0.284	0.96	0.782
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FAE7ABEF	0.059	0.09	0.057	0.016	0.284	0.96	0.782
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0D377BBBF	0.059	0.09	0.057	0.016	0.284	0.96	0.782
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CDAC688B	0.059	0.09	0.057	0.016	0.284	0.96	0.782
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS09FAC4977	0.435	0.32	0.061	0.234	0.677	0.0	2.03
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	0.435	0.32	0.061	0.234	0.677	0.0	2.03
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0EFE0B07A	0.435	0.32	0.061	0.234	0.677	0.0	2.03
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS08102DC9E	0.021	0.041	0.0	0.0	0.0	0.0	0.105
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0F562FEA5	0.021	0.041	0.0	0.0	0.0	0.0	0.105
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS09185EA8F	0.021	0.041	0.0	0.0	0.0	0.0	0.105
CALCR	P30988	False	CALCR_HUMAN		CPI-SS015B2F961	0.0	0.0	0.015	0.002	0.057	0.0	0.0
CALCR	P30988	False	CALCR_HUMAN		CPI-SS0F531DDEB	0.0	0.0	0.015	0.002	0.057	0.0	0.0
CALCR	P30988	False	CALCR_HUMAN		CPI-SS07CF0C6E7	0.0	0.0	0.015	0.002	0.057	0.0	0.0
CCR7	P32248	False	CCR7_HUMAN		CPI-SS06C0074BD	4.43	1.096	0.176	0.616	1.647	0.17	3.528
CCR9	P51686	False	CCR9_HUMAN		CPI-SS039863E62	0.0	0.028	0.033	0.0	0.0	0.0	0.0
CXCR5	P32302	False	CXCR5_HUMAN		CPI-SS0C2437E0D	3.506	0.805	0.681	0.825	0.803	0.367	0.937
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS0747FCACD	0.316	0.416	0.607	0.396	0.121	0.686	0.005
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS062DED513	0.008	0.53	0.53	0.575	0.081	0.0	0.126
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS003AFD9BA	0.008	0.53	0.53	0.575	0.081	0.0	0.126
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS0EC70F078	0.008	0.53	0.53	0.575	0.081	0.0	0.126
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS02CCE14A7	0.0	0.007	0.031	0.0	0.198	0.0	0.109
NPY5R	Q15761	False	NPY5R_HUMAN		CPI-SS0445D021B	0.0	0.0	0.024	0.0	0.0	0.0	0.0
NPY5R	Q15761	False	NPY5R_HUMAN		CPI-SS0C2000B56	0.0	0.0	0.024	0.0	0.0	0.0	0.0
NPY1R	P25929	False	NPY1R_HUMAN		CPI-SS0A9F17199	0.002	0.292	0.607	0.737	0.0	0.457	0.034
NPY2R	P49146	False	NPY2R_HUMAN		CPI-SS0FEF2FF5D	0.0	0.0	0.0	0.0	0.0	0.218	0.0
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS04A7BCE8D	0.001	0.321	0.159	0.11	0.135	0.886	0.105
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS0230EE330	0.124	0.215	0.0	0.385	0.022	0.324	0.162
ADCYAP1R1	P41586	False	PACR_HUMAN		CPI-SS0133239EA	0.001	0.008	0.0	0.001	0.011	0.002	0.002
MET	P08581	False	MET_HUMAN		CPI-SS0BC7CD11B	0.511	0.828	0.35	0.785	0.0	0.017	0.113
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	0.096	0.172	0.122	0.263	0.714	2.04	0.004
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.096	0.172	0.122	0.263	0.714	2.04	0.004
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.096	0.172	0.122	0.263	0.714	2.04	0.004
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	4.019	4.673	3.569	4.7	4.502	4.413	3.547
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	4.019	4.673	3.569	4.7	4.502	4.413	3.547
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.222	3.984	2.255	3.039	0.35	1.78	0.335
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0472C478C	0.222	3.984	2.255	3.039	0.35	1.78	0.335
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0CB863B46	0.222	3.984	2.255	3.039	0.35	1.78	0.335
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	1.669	3.331	2.342	2.261	1.063	1.371	1.846
COLEC12	Q5KU26	False	COL12_HUMAN		CPI-SS08877A081	0.0	0.077	0.01	0.114	0.591	1.127	0.0
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	0.171	0.261	0.026	0.013	2.488	0.389	1.396
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	3.171	1.183	0.973	1.428	1.531	0.393	0.805
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	3.171	1.183	0.973	1.428	1.531	0.393	0.805
SORL1	Q92673	False	SORL_HUMAN		CPI-SS0D3C90DDA	3.171	1.183	0.973	1.428	1.531	0.393	0.805
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.029	0.135	0.078	0.072	0.204	0.797	0.065
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.0	0.065	0.0	0.0	0.213	2.221	0.002
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.011	0.396	0.039	0.032	0.578	2.545	0.013
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.011	0.396	0.039	0.032	0.578	2.545	0.013
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	0.051	0.115	0.123	0.091	0.0	0.0	0.004
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	0.051	0.115	0.123	0.091	0.0	0.0	0.004
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0193C3064	0.0	0.431	0.05	0.301	0.0	0.0	0.0
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0D782F60B	0.0	0.431	0.05	0.301	0.0	0.0	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0B2D5BA95	0.034	0.467	0.744	0.591	0.194	1.21	0.064
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0DC5ADBF1	0.034	0.467	0.744	0.591	0.194	1.21	0.064
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0CA020C34	0.034	0.467	0.744	0.591	0.194	1.21	0.064
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E4DE8215	0.034	0.467	0.744	0.591	0.194	1.21	0.064
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E7523314	0.034	0.467	0.744	0.591	0.194	1.21	0.064
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0D81C6C1D	0.034	0.467	0.744	0.591	0.194	1.21	0.064
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS01C2BA5C8	0.0	0.005	0.037	0.058	0.275	0.083	0.0
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS02C418D99	0.0	0.005	0.037	0.058	0.275	0.083	0.0
SLAMF1	Q13291	False	SLAF1_HUMAN		CPI-SS0097929A7	2.596	0.569	0.153	0.222	0.777	0.025	2.612
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS0E32BEF02	0.285	0.238	0.146	0.502	0.208	0.085	0.083
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS05550A895	0.285	0.238	0.146	0.502	0.208	0.085	0.083
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D4F593F1	0.0	0.024	0.165	0.019	0.0	0.0	0.003
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS01DCC7684	0.0	0.024	0.165	0.019	0.0	0.0	0.003
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS03E450F99	0.0	0.024	0.165	0.019	0.0	0.0	0.003
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D5DBB634	0.0	0.024	0.165	0.019	0.0	0.0	0.003
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0F81DBF22	0.0	0.024	0.165	0.019	0.0	0.0	0.003
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS028688B7B	0.0	0.024	0.165	0.019	0.0	0.0	0.003
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0C56C483F	0.052	0.325	0.153	0.229	0.351	2.796	0.107
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.052	0.325	0.153	0.229	0.351	2.796	0.107
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0E7CBFD03	0.0	0.083	0.131	0.118	0.0	0.69	0.0
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS00A6240B6	0.0	0.083	0.131	0.118	0.0	0.69	0.0
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS002673EFE	0.291	0.88	0.782	1.277	0.284	0.491	0.563
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS014B0FCD2	0.291	0.88	0.782	1.277	0.284	0.491	0.563
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0F26BB901	0.291	0.88	0.782	1.277	0.284	0.491	0.563
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS073F3FAD5	0.075	0.127	0.072	0.063	0.37	0.729	0.11
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.865	4.915	5.417	4.463	5.782	4.078	3.41
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0AD0ED887	0.865	4.915	5.417	4.463	5.782	4.078	3.41
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.865	4.915	5.417	4.463	5.782	4.078	3.41
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.865	4.915	5.417	4.463	5.782	4.078	3.41
FCRL4	Q96PJ5	False	FCRL4_HUMAN		CPI-SS01F908B16	0.322	0.0	0.008	0.068	0.0	0.0	0.004
FGF3	P11487	False	FGF3_HUMAN		CPI-SS023738D54	0.0	0.0	0.0	0.046	0.0	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS0E0BCE16F	0.001	0.0	0.004	0.001	0.0	0.073	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.004	0.082	0.054	0.009	0.242	0.313	0.113
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.016	0.109	0.037	0.213	0.56	2.173	0.003
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.0	0.0	0.047	0.096	0.0	0.0	0.058
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.0	0.0	0.047	0.096	0.0	0.0	0.058
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0649EA05F	0.0	0.0	0.047	0.096	0.0	0.0	0.058
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.0	0.0	0.047	0.096	0.0	0.0	0.058
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS07A0F4D73	0.023	0.0	0.0	0.031	0.0	0.0	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS01D785DBA	0.023	0.0	0.0	0.031	0.0	0.0	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS0883B7EE4	0.023	0.0	0.0	0.031	0.0	0.0	0.0
KL	Q9UEF7	False	KLOT_HUMAN		CPI-SS0BF490275	0.0	0.0	0.0	0.005	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.601	0.574	0.093	0.438	0.745	0.819	0.69
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0E63AB61E	0.601	0.574	0.093	0.438	0.745	0.819	0.69
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.601	0.574	0.093	0.438	0.745	0.819	0.69
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.601	0.574	0.093	0.438	0.745	0.819	0.69
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.601	0.574	0.093	0.438	0.745	0.819	0.69
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.601	0.574	0.093	0.438	0.745	0.819	0.69
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.601	0.574	0.093	0.438	0.745	0.819	0.69
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0816A4ED4	0.601	0.574	0.093	0.438	0.745	0.819	0.69
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.601	0.574	0.093	0.438	0.745	0.819	0.69
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	9.058	2.225	0.451	1.184	5.527	0.734	3.688
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.026	0.083	0.069	0.044	0.0	0.027	0.073
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0658257AC	0.026	0.083	0.069	0.044	0.0	0.027	0.073
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.417	1.038	0.905	1.433	0.275	0.729	0.248
CD36	P16671	False	CD36_HUMAN		CPI-SS0EB136379	0.05	0.599	0.999	0.586	0.838	0.208	0.653
RYK	P34925	False	RYK_HUMAN		CPI-SS0D8972B21	0.499	3.654	2.786	3.434	0.617	1.932	0.804
SMO	Q99835	False	SMO_HUMAN		CPI-SS0A69F13A3	0.029	0.324	0.143	0.379	0.163	0.187	0.0
SMO	Q99835	False	SMO_HUMAN		CPI-SS016B7C7D6	0.029	0.324	0.143	0.379	0.163	0.187	0.0
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0C2561156	0.001	0.43	0.74	0.364	0.19	0.723	0.002
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0B8083B44	0.001	0.43	0.74	0.364	0.19	0.723	0.002
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS01469637C	0.001	0.43	0.74	0.364	0.19	0.723	0.002
FZD10	Q9ULW2	False	FZD10_HUMAN		CPI-SS0A683CBC1	0.003	0.0	0.002	0.047	0.025	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.664	2.162	1.891	2.006	1.347	1.967	1.406
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.664	2.162	1.891	2.006	1.347	1.967	1.406
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0E1A8414D	0.664	2.162	1.891	2.006	1.347	1.967	1.406
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.052	0.003	0.001	0.14	0.266	0.089	0.075
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.052	0.003	0.001	0.14	0.266	0.089	0.075
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0D37C7C70	0.052	0.003	0.001	0.14	0.266	0.089	0.075
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS047232C64	0.011	1.177	1.595	1.565	0.136	1.265	0.246
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0B99F22A2	0.011	1.177	1.595	1.565	0.136	1.265	0.246
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS007AA9FDE	0.011	1.177	1.595	1.565	0.136	1.265	0.246
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0F21DBF93	0.011	1.177	1.595	1.565	0.136	1.265	0.246
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0938C6980	0.011	1.177	1.595	1.565	0.136	1.265	0.246
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS035E5A708	0.011	1.177	1.595	1.565	0.136	1.265	0.246
PTN	P21246	False	PTN_HUMAN		CPI-SS0BFB29A42	0.047	0.624	0.267	0.17	0.156	0.782	0.01
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	3.533	1.563	1.848	1.57	2.757	1.261	4.01
